step,prediction_loss
182,0.0028725245501846
183,0.0027986799832433
184,0.0027163564227521
185,0.0031470784451812
186,0.0032790128607302
187,0.0028494200669229
188,0.0027596226427704
189,0.0031383051536977
190,0.0025109187699854
191,0.0023894305340945
192,0.0024972602259367
193,0.0024332464672625
194,0.0026134252548217
195,0.0029789123218506
196,0.002223955001682
197,0.0027078627608716
198,0.0031539378687739
199,0.0021489167120307
200,0.0024578070733696
201,0.0028169085271656
202,0.0025074065197259
203,0.0033784443512558
204,0.0025529146660119
205,0.0025467418599873
206,0.0036974425893276
207,0.0030231850687414
208,0.0030447149183601
209,0.0042944429442286
210,0.0023949914611876
211,0.0042311502620577
212,0.003452830016613
213,0.0028220231179147
214,0.0025250127073377
215,0.0027793636545538
216,0.0027404155116528
217,0.0029333913698792
218,0.0028908171225339
219,0.0021291163284331
220,0.002816031454131
221,0.0033939769491553
222,0.0022823519539088
223,0.003415084676817
224,0.0016677504172548
225,0.0024385412689298
226,0.003286232240498
227,0.0025719022378325
228,0.0031019698362797
229,0.0026441547088325
230,0.002670104149729
231,0.0027224801015108
232,0.002490016631782
233,0.0022850299719721
234,0.0026385115925222
235,0.0030248458497226
236,0.0023814993910491
237,0.0022266351152211
238,0.0019971043802797
239,0.002499861177057
240,0.0025811125524342
241,0.002573664765805
242,0.002320192521438
243,0.0019754946697503
244,0.0025390612427145
245,0.0022801673039793
246,0.0027085160836577
247,0.0020266068167984
248,0.0025339284911751
249,0.0025260304100811
250,0.0022474720608443
251,0.0022908488754183
252,0.002306911163032
253,0.0023138583637773
254,0.0019886430818587
255,0.002277597784996
256,0.0022410177625715
257,0.0027033844962716
258,0.0024292503949254
259,0.002187545178458
260,0.002405057195574
261,0.0024280764628201
262,0.0024522170424461
263,0.0020492123439908
264,0.0026416576001793
265,0.0022707770112901
266,0.0024294543545693
267,0.0022374005056917
268,0.002028317656368
269,0.002196897054091
270,0.0027688790578395
271,0.0022938824258744
272,0.0031515269074589
273,0.0024988406803458
274,0.0024507860653102
275,0.0023338578175753
276,0.0026084498967975
277,0.0023955260403454
278,0.00204957742244
279,0.0019518469925969
280,0.0024286417756229
281,0.0028538932092487
282,0.0024333938490599
283,0.0033277277834713
284,0.0031096911989152
285,0.0022417397703975
286,0.0026909082662314
287,0.003231608774513
288,0.0022780350409448
289,0.0021209837868809
290,0.002935247728601
291,0.0026573480572551
292,0.0031021023169159
293,0.0023712620604783
294,0.0025582273956388
295,0.002666283166036
296,0.002549435943365
297,0.0029519672971218
298,0.0031019898597151
299,0.0040119206532835
300,0.0021144482307136
301,0.0025143788661807
302,0.0037314174696803
303,0.0027530791703611
304,0.0024170952383428
305,0.0024483201559633
306,0.0029663047753274
307,0.003450276562944
308,0.0025627401191741
309,0.0028078178875148
310,0.0031972031574696
311,0.0027705277316272
312,0.0030404257122427
313,0.0024548436049371
314,0.0025422247126698
315,0.0020986422896385
316,0.0030343590769916
317,0.002048858674243
318,0.0030270898714661
319,0.0023012519814074
320,0.0025324148591607
321,0.0026958505623042
322,0.0027485459577292
323,0.002400622004643
324,0.0025551244616508
325,0.001971605233848
326,0.0018523874459788
327,0.0025454983115196
328,0.0022564122918993
329,0.0023583837319165
330,0.0024357417132705
331,0.0017457113135606
332,0.0022124797105789
333,0.0018356521613895
334,0.0018273591995239
335,0.002017646562308
336,0.0018822712590917
337,0.0020488509908318
338,0.002001681830734
339,0.0017143239965662
340,0.0018802196718752
341,0.0017505810828879
342,0.001922583556734
343,0.0017728257225826
344,0.0016344756586477
345,0.001883395249024
346,0.0017627865308895
347,0.0014540426200255
348,0.0018041301518678
349,0.0016378678847104
350,0.0016040090704336
351,0.0019834681879729
352,0.0016022097552195
353,0.0018923463067039
354,0.0015192322898656
355,0.0014190062647685
356,0.0017986417515203
357,0.0014861451927572
358,0.0017278406303375
359,0.0015431937063112
360,0.001309216255322
361,0.0013642392586916
362,0.0015781273832544
363,0.0014093487989157
364,0.0013858170714229
365,0.0016087966505438
366,0.0014857420464977
367,0.001365665346384
368,0.001387495547533
369,0.0014624821487814
370,0.0012379034887999
371,0.001497805933468
372,0.0014676753198727
373,0.0012886305339634
374,0.0015831587370485
375,0.0021496016997843
376,0.0015313557814806
377,0.0012385100126266
378,0.0014010715531185
379,0.0011444345582276
380,0.0014912924962118
381,0.0034935341682285
382,0.0022495128214359
383,0.0024597300216555
384,0.0016896002925932
385,0.0015898487763479
386,0.0017228398937731
387,0.0011231086682528
388,0.0015238599153235
389,0.0016309480415657
390,0.0017560607520863
391,0.0021543661132454
392,0.0016523182857781
393,0.0015345598803833
394,0.0015785380965098
395,0.0018181429477408
396,0.0021066768094897
397,0.0018897897098213
398,0.0020459599327296
399,0.001525649568066
400,0.001675754901953
401,0.0014392406446859
402,0.0012811929918825
403,0.0019933679141104
404,0.0018970350502058
405,0.0015969553496688
406,0.0016417813021689
407,0.0017469454323872
408,0.0017601897707208
409,0.0023292812984436
410,0.0012628432596102
411,0.0017528451280668
412,0.0021187774837017
413,0.0016627956647425
414,0.0018416715320199
415,0.0023159333504736
416,0.0011275445576757
417,0.0017718543531373
418,0.0021166044753044
419,0.0021684158127754
420,0.0021457481198012
421,0.0011699614115059
422,0.0016515713650733
423,0.0014066934818401
424,0.0019000503234565
425,0.0024555728305131
426,0.0018891047220677
427,0.0022707271855324
428,0.001681865658611
429,0.0021132766269147
430,0.0022201961837708
431,0.0027181392069905
432,0.0016860427567735
433,0.0019907352980226
434,0.0019704631995409
435,0.0017805037787184
436,0.0018592270789667
437,0.0012396581005305
438,0.002044886816293
439,0.001743002445437
440,0.0022373229730874
441,0.0019469329854473
442,0.0016063225921243
443,0.0020928317680954
444,0.001454162527807
445,0.0017308723181486
446,0.0023466795682907
447,0.001387380878441
448,0.0011561340652406
449,0.0012960714520886
450,0.0023228281643241
451,0.0019163673277944
452,0.0021870830096304
453,0.0011334148002788
454,0.0016870325198397
455,0.0018238887423649
456,0.0023436804767698
457,0.0015077634016051
458,0.0013668787432834
459,0.001691309036687
460,0.0019921665079891
461,0.0022700678091496
462,0.0015060616424307
463,0.0011628841748461
464,0.0019112740410491
465,0.0017626525368541
466,0.0020735706202685
467,0.0018991014221683
468,0.0014494279166683
469,0.0014253779081627
470,0.0012496083509176
471,0.001881766016595
472,0.0010684778681024
473,0.0015971242683008
474,0.0023750273976475
475,0.0014264528872445
476,0.0013714295346289
477,0.0013163413386791
478,0.0018890778301283
479,0.0018433741061016
480,0.0015652293805032
481,0.0015258622588589
482,0.0014440647792071
483,0.0010149166919291
484,0.0015379328979179
485,0.0023544360883533
486,0.0009739046217873
487,0.0015264996327459
488,0.0014275147113949
489,0.0013854913413524
490,0.0011281612096354
491,0.0013300734572112
492,0.0015668167034164
493,0.0020814510062336
494,0.0017474762862548
495,0.0020758141763508
496,0.0011347734834998
497,0.0018926287302747
498,0.0013447914971038
499,0.0014356483006849
500,0.0022186778951436
501,0.0015152210835367
502,0.0015002384316176
503,0.001778473961167
504,0.0010684677399694
505,0.0013576548080891
506,0.0010585413547232
507,0.0011973385699093
508,0.001642201677896
509,0.0011157894041389
510,0.0011989841004833
511,0.0012460618745535
512,0.0013889339752495
513,0.0010780444135889
514,0.0015952489338815
515,0.0011552553623914
516,0.0010231781052425
517,0.0008437479264102
518,0.0008142872247844
519,0.001187878428027
520,0.0014878305373713
521,0.0014697498409077
522,0.0008938350947573
523,0.0011663394980132
524,0.0008658319711685
525,0.0008455786737613
526,0.0012662918306887
527,0.0011282798368483
528,0.0010583836119621
529,0.0010866568190976
530,0.0008047802257351
531,0.0011502602137625
532,0.0009137070155702
533,0.0007923763478174
534,0.0009811627678573
535,0.0011462767142802
536,0.0008412796887569
537,0.0010270266793668
538,0.0008239920716732
539,0.0012076846323907
540,0.0007715373649261
541,0.0011504373978823
542,0.0010422301711514
543,0.0010432868730276
544,0.0010767295025289
545,0.0011001118691638
546,0.00077065161895
547,0.0007399817113764
548,0.0010091761359944
549,0.0011163594899699
550,0.0009392264182679
551,0.0007386222714558
552,0.0009881318546831
553,0.0010645170696079
554,0.0006151605048216
555,0.0008719152538105
556,0.0007845722138881
557,0.0010416706791147
558,0.0006288575823418
559,0.0006618828047066
560,0.0006420551217161
561,0.0005579442949965
562,0.0007049484993331
563,0.000503500981722
564,0.0004831996338907
565,0.0005707708769477
566,0.0004853881546296
567,0.0005206677597016
568,0.0004119192599318
569,0.0004747797793243
570,0.000391548324842
571,0.0003131390549242
572,0.0004145902348682
573,0.0003750035539269
574,0.0003490957024041
575,0.000382338912459
576,0.0003759069368243
577,0.000358431454515
578,0.0004259122360963
579,0.0002905531437136
580,0.0003562487545423
581,0.0002877590013667
582,0.0002969612251035
583,0.0002717441238928
584,0.0002531557984184
585,0.0003599631018005
586,0.0002658238227013
587,0.0002574731479398
588,0.000266937946435
589,0.0002587983908597
590,0.0002281341148773
591,0.0002479989198036
592,0.0002119949349435
593,0.0002499026304576
594,0.0002270352415507
595,0.0002176112611778
596,0.0002397070493316
597,0.0002421261742711
598,0.0002233760606031
599,0.0002581140433903
600,0.0002543495211284
601,0.0002085720188915
602,0.0002222766779595
603,0.0002152657107217
604,0.0002304657682543
605,0.0002252557314932
606,0.0002609964285511
607,0.0002426995779387
608,0.0002054449578281
609,0.0002189576916862
610,0.000236194129684
611,0.0002157228591386
612,0.000249686272582
613,0.0002509923360776
614,0.0001877571776276
615,0.0002159676514565
616,0.0001977415086003
617,0.0002123097947333
618,0.0001950405567185
619,0.0001935016916831
620,0.000200775815756
621,0.0002459867100697
622,0.0001809041859814
623,0.0002270633849548
624,0.0002037719095824
625,0.0001942947565112
626,0.0001871911808848
627,0.0002450091997161
628,0.0001842958736233
629,0.0001910279534058
630,0.0001880924683064
631,0.0002171634987462
632,0.0001840850309235
633,0.0002204011543653
634,0.0002130619541276
635,0.0001958353532245
636,0.0002149741339962
637,0.0001544987171655
638,0.0001812284754123
639,0.0001778979931259
640,0.000168878614204
641,0.0001882426586234
642,0.0001939512294484
643,0.0001839744363678
644,0.0001805716456146
645,0.0001621054980205
646,0.0001713306992314
647,0.0001774675329215
648,0.0002036229852819
649,0.0001872691500466
650,0.0001700505672488
651,0.0001908231788547
652,0.0001749449147609
653,0.0001620972907403
654,0.0001693108206382
655,0.0001773109252098
656,0.0001570594758959
657,0.0002170975058106
658,0.0001670647761784
659,0.000197086148546
660,0.0001760798477334
661,0.0001738952414598
662,0.000190344202565
663,0.0001875961315818
664,0.0001661820278968
665,0.0001738144055707
666,0.0001636247616261
667,0.0001698621636023
668,0.0001746327034197
669,0.000160507261171
670,0.0001420105982106
671,0.0001533662725705
672,0.0001491382427047
673,0.0001591819309396
674,0.0001371196558466
675,0.0001566747087053
676,0.0001484653766965
677,0.0001711623481241
678,0.0001711281802272
679,0.000150971362018
680,0.0001807594235287
681,0.0001443783694412
682,0.0001600184186827
683,0.0001870425767265
684,0.0001654611114645
685,0.0001523099926998
686,0.0001678179833106
687,0.0001372574915876
688,0.0001358129229629
689,0.0001556810893816
690,0.0001643123105168
691,0.0001416729792254
692,0.0001495556352892
693,0.0001652465725783
694,0.0001565377606311
695,0.0001599203242221
696,0.0001467825641157
697,0.0001353010738966
698,0.000171003935975
699,0.0001681173307588
700,0.0001458640617784
701,0.0001445098750991
702,0.0001536903437227
703,0.0001380957401124
704,0.0001733209210215
705,0.0001737121929181
706,0.00013236682571
707,0.0001640564732952
708,0.0001315309636993
709,0.000157313173986
710,0.0001075769905583
711,0.0001488739508204
712,0.0001675371167948
713,0.0001659961708355
714,0.0001646310556679
715,0.0001499559584772
716,0.0001422447821823
717,0.0001461620850022
718,0.0001462203508708
719,0.0001505058316979
720,0.0001341176684945
721,0.0001225064770551
722,0.0001226042368216
723,0.0001477980695199
724,0.0001248397893505
725,0.0001604046992724
726,0.0001465395762352
727,0.0001372156257275
728,0.0001411688863299
729,0.0001404683134751
730,0.0001531227462692
731,0.0001225250452989
732,0.0001288517669308
733,0.0001410347031196
734,0.000128586863866
735,0.0001434218429494
736,0.0001442062057321
737,0.0001597016671439
738,0.0001157506121671
739,0.0001314657711191
740,0.000141084412462
741,0.0001682422880548
742,0.0001927247649291
743,0.0001599977986188
744,0.0001628710451768
745,0.0001480588543927
746,0.0001770795788615
747,0.0001502128725405
748,0.0001419303152943
749,0.000133763969643
750,0.0001794769341358
751,0.0001343710900982
752,0.0001339314330834
753,0.000171145380591
754,0.0001659977715462
755,0.0001611351035535
756,0.0001346007775282
757,0.0001654531952226
758,0.0001497258053859
759,0.0001426763192284
760,0.0001281328150071
761,0.0001628881291253
762,0.0001553970651002
763,0.0001448166440241
764,0.0001559504744363
765,0.0001654671796131
766,0.0001388941891491
767,0.0001584587007528
768,0.0001592743064975
769,0.0001434557052562
770,0.0001588063605595
771,0.0001753892138367
772,0.0001357524306513
773,0.0001458787010051
774,0.0001352066319668
775,0.0001743570464896
776,0.0001656665990594
777,0.0001519265206297
778,0.0001644142612349
779,0.000159330520546
780,0.0001494408206781
781,0.0001678672706475
782,0.000166579397046
783,0.0001334168191533
784,0.0001538069191155
785,0.0001398382300976
786,0.0001582624099683
787,0.0001428778923582
788,0.0001666774915065
789,0.0001822660851757
790,0.0001404735667165
791,0.0001574917841935
792,0.0001517094351584
793,0.0001489351416239
794,0.0001581489486852
795,0.0001603717973921
796,0.0001801412581698
797,0.0001426057860953
798,0.0001949893048731
799,0.0001514586183475
800,0.0001505400869064
801,0.0001460331986891
802,0.0001958450884558
803,0.0001305246551055
804,0.0001531022571725
805,0.0001747860369505
806,0.0001369550882373
807,0.000167700156453
808,0.0001111171004595
809,0.0001686064060777
810,0.0001533327886136
811,0.0001584911369718
812,0.0001370316313114
813,0.0001380747562507
814,0.0001259472192032
815,0.0001524206454632
816,0.0001792613475117
817,0.0001320414594374
818,0.000151136497152
819,0.0001642277056816
820,0.00015862363216
821,0.0001600160321686
822,0.0001739247090881
823,0.0001502135564805
824,0.0001532075984869
825,0.0001509834983153
826,0.000150528125232
827,0.0001521960803074
828,0.0001674327795626
829,0.0001568237348692
830,0.000118612377264
831,0.0001421339693479
832,0.0001437301689293
833,0.0001770688686519
834,0.0001501325896242
835,0.0001586828584549
836,0.0001608688035048
837,0.0001554934569867
838,0.0001733950484776
839,0.0001269266795134
840,0.000146354388562
841,0.0001364801573799
842,0.0001239606790477
843,0.0001844598737079
844,0.0001303493336308
845,0.0001588129816809
846,0.0001735492405714
847,0.0001436984748579
848,0.0001443663204554
849,0.0001850944390753
850,0.0001622849522391
851,0.0001806975633371
852,0.0001837887539295
853,0.0001428901887265
854,0.0001645116426516
855,0.0001320877927355
856,0.0001600228570168
857,0.0001524319668533
858,0.0001483586238464
859,0.0001377496519125
860,0.0001947154087247
861,0.000147110040416
862,0.0001880093041108
863,0.0001453846052754
864,0.0001834168651839
865,0.0001552653993712
866,0.0001549621956655
867,0.0001544908591313
868,0.000172434884007
869,0.0001526875857962
870,0.0001487875415477
871,0.0001635077351238
872,0.0001490998984081
873,0.0001687805051915
874,0.0001722371525829
875,0.0001670786004979
876,0.0001719970896374
877,0.0001825282233767
878,0.0001937363849719
879,0.0001781938626663
880,0.0001548342406749
881,0.0001484509266447
882,0.0001561154494993
883,0.0001422310160705
884,0.0001540901284897
885,0.0001599401730345
886,0.0001457577454857
887,0.0001237075630342
888,0.000185973214684
889,0.0001897658221423
890,0.0001377607550239
891,0.0001499172649346
892,0.0001781429600669
893,0.0001706276962067
894,0.0002308922994416
895,0.0001625808363314
896,0.000222117640078
897,0.000171774168848
898,0.0001270774228032
899,0.0001348934601992
900,0.0001538255310151
901,0.0001976031198864
902,0.0001628671161597
903,0.0001723930618027
904,0.00018488385831
905,0.0002076192322419
906,0.0001774167467374
907,0.0001430754055036
908,0.0001421574852429
909,0.0001498468773206
910,0.0001419903128407
911,0.0001346859935438
912,0.0001472852018196
913,0.0001567327417433
914,0.0001530845183879
915,0.0001726848131511
916,0.0001631926861591
917,0.0002132417430402
918,0.0001620897528482
919,0.0001416774175595
920,0.0001666599710006
921,0.0001662492431933
922,0.0001418377360096
923,0.0001571927277836
924,0.0001668878103373
925,0.0001449058472644
926,0.0001730759686324
927,0.000180167160579
928,0.0001643608411541
929,0.0001663065777393
930,0.0002003037952817
931,0.0001587306906003
932,0.000174435757799
933,0.0001706015318632
934,0.0001345984201179
935,0.0001828714739531
936,0.0001715495454845
937,0.0001881051721284
938,0.0001449987321393
939,0.0001740473962854
940,0.000136929549626
941,0.0001440514897694
942,0.0002280457847518
943,0.0001908069534692
944,0.0001871223357738
945,0.0001574481429997
946,0.0001821297337301
947,0.0001718233688734
948,0.0002076387609122
949,0.0001483234227634
950,0.0001492079318268
951,0.0001981545501621
952,0.0002118549746228
953,0.0002120874705724
954,0.0001756629062583
955,0.000156076363055
956,0.0001891772990347
957,0.0001804133789846
958,0.0001603707059985
959,0.0001926981203723
960,0.0001558000512886
961,0.0001654462830629
962,0.0001940362126333
963,0.0001548901636851
964,0.0001916862674988
965,0.000159605173394
966,0.0001509115099906
967,0.0001642335701035
968,0.0001685099559836
969,0.0001745894260238
970,0.0001723475579638
971,0.0002024521236307
972,0.0001812530390452
973,0.0001665304880589
974,0.0001400009932694
975,0.0001828905951697
976,0.0002362222148803
977,0.0001544297556392
978,0.000187622528756
979,0.0001709169155219
980,0.000174184795469
981,0.0001909527491079
982,0.0001754380500642
983,0.0002252724370919
984,0.0002233379927929
985,0.0001410347613273
986,0.0002318359038326
987,0.0002005236601689
988,0.0001484016538597
989,0.0001817349693737
990,0.0001890496205305
991,0.0001641532726353
992,0.0001382609043503
993,0.0001640301197767
994,0.0001682004512986
995,0.0002301952044945
996,0.0001762854808475
997,0.0001892894069897
998,0.0002051255723927
999,0.0002044308930635
1000,0.0001805667270673
1001,0.0001646812452236
1002,0.0001549235021229
1003,0.0001653193612582
1004,0.0001434315781807
1005,0.0001771521347109
1006,0.0001417589228367
1007,0.0001595040812389
1008,0.0001328628568444
1009,0.000136474831379
1010,0.0001899098569992
1011,0.0001668078330112
1012,0.0001812112168408
1013,0.0002261908812215
1014,0.0001154696728917
1015,0.000166084835655
1016,0.0001447547547286
1017,0.0001433954166714
1018,0.0001297431008424
1019,0.0001391783152939
1020,0.0001155582285718
1021,0.0001714744139462
1022,0.0001528336724732
1023,0.0001728582719806
1024,0.0001619290851522
1025,0.0001447575632482
1026,0.0001899248163681
1027,0.0002268905373057
1028,0.0001702938898233
1029,0.0001541052915854
1030,0.0002007810253417
1031,0.0001829463872127
1032,0.0001582432450959
1033,0.0001985988637898
1034,0.0001705065806163
1035,0.0001602996781002
1036,0.0001234425726579
1037,0.0002067971945507
1038,0.0001268510241061
1039,0.000185488097486
1040,0.0001990480377571
1041,0.0002155780239263
1042,0.0002490954939275
1043,0.000162868440384
1044,0.0001936868648044
1045,0.0001678465341683
1046,0.0001773357362253
1047,0.0002034959034062
1048,0.0002173446118831
1049,0.0001365849457215
1050,0.00017374001618
1051,0.0001765426568454
1052,0.0001729702635202
1053,0.0001914911263156
1054,0.0001489564892835
1055,0.000159234215971
1056,0.0001356249995296
1057,0.0001987306313822
1058,0.0001825164508773
1059,0.0001699326094239
1060,0.0001816917210817
1061,0.0002344273380003
1062,0.0001772077812347
1063,0.0002089903864543
1064,0.0001893497246783
1065,0.0001753971155267
1066,0.0001627424790058
1067,0.0001815952855395
1068,0.0002045744477072
1069,0.0002171298110624
1070,0.0002002679684665
1071,0.0001774449192453
1072,0.0001685661991359
1073,0.0001756396668497
1074,0.0002127785846823
1075,0.0001932729937834
1076,0.0002141610893886
1077,0.000201044123969
1078,0.0001602823467692
1079,0.0002183271280955
1080,0.0001671901118243
1081,0.0002024286804953
1082,0.0001989822194445
1083,0.0002033686905633
1084,0.0001960230874828
1085,0.0001746380876284
1086,0.0001463126827729
1087,0.0001862942299339
1088,0.0002054986543953
1089,0.0001061523144016
1090,0.000190806997125
1091,0.0001165284629678
1092,0.0001768107467796
1093,0.0001831527042668
1094,0.0001823009661165
1095,0.0001490878785261
1096,0.00018685554096
1097,0.0001507082924945
1098,0.0001877742324722
1099,0.0001721365551929
1100,0.0001541837700642
1101,0.0001929641293827
1102,0.0001568035368109
1103,0.0002005503774853
1104,0.0002188054786529
1105,0.0001867109967861
1106,0.0001620184484636
1107,0.0001329400110989
1108,0.0002230007230537
1109,0.0001654948573559
1110,0.0001641015551285
1111,0.0001441845524823
1112,0.0001672930084168
1113,0.000177610098035
1114,0.0001731454976834
1115,0.0001912565494421
1116,0.000150925174239
1117,0.0001866566308308
1118,0.0001665499003138
1119,0.0002149888896383
1120,0.0001876175083452
1121,0.0001596331712789
1122,0.0001573646586621
1123,0.0001758351572789
1124,0.0002008250594371
1125,0.000145692800288
1126,0.0001713077072054
1127,0.0001914245367515
1128,0.0001746797788655
1129,0.0001980096276383
1130,0.0001557209034217
1131,0.0001821885816752
1132,0.0001289593055844
1133,0.0001658093824516
1134,0.0002603502653073
1135,0.0001839182805269
1136,0.0001876238529803
1137,0.0001922437077155
1138,0.0001768134825397
1139,0.0001623124699108
1140,0.0002125708851963
1141,0.0001396021980326
1142,0.0002003779663937
1143,0.0002116120303981
1144,0.000194355205167
1145,0.0002290130505571
1146,0.0001931767328642
1147,0.0001987695432035
1148,0.0001773396215867
1149,0.0001737209095153
1150,0.0001448397524654
1151,0.0001374593412037
1152,0.0002056386583717
1153,0.0001903614902403
1154,0.0001620264083612
1155,0.0001595953654032
1156,0.0001696885447017
1157,0.0001879350311355
1158,0.0001962321694009
1159,0.0001506286207586
1160,0.0001986243878491
1161,0.0001821371115511
1162,0.0001829620887292
1163,0.0002007903967751
1164,0.0002029437891906
1165,0.0001920610084198
1166,0.0002140290744137
1167,0.0001679848501225
1168,0.0001736214762786
1169,0.0001696181570878
1170,0.0001479841739637
1171,0.0001699419663054
1172,0.000163976335898
1173,0.0001758432917995
1174,0.0001892988220788
1175,0.0001439488842152
1176,0.0001678417902439
1177,0.000118096890219
1178,0.0001559086958877
1179,0.0001226394088007
1180,0.0001503167150076
1181,0.0001767335052136
1182,0.0001823601633077
1183,0.0001445378147764
1184,0.000139369352837
1185,0.0001698926498647
1186,0.0001820082397898
1187,0.0001559146039653
1188,0.0001433142024325
1189,0.0001410653203492
1190,0.0001705468312138
1191,0.0001422928326064
1192,0.0001868656545411
1193,0.0002189445658586
1194,0.0002125191822415
1195,0.0001757124846335
1196,0.0002224032505182
1197,0.0002112193760694
1198,0.0001560972596053
1199,0.0001463164953747
1200,0.0002723841171246
1201,0.0001582038530614
1202,0.0001755246339598
1203,0.0001909201382659
1204,0.0001431746204616
1205,0.0001827376254368
1206,0.0001991524040931
1207,0.0001505448017269
1208,0.0001601932599442
1209,0.0001423876383341
1210,0.0001500761864008
1211,0.0001544820115668
1212,0.0001330685045104
1213,0.0001764308108249
1214,0.0001438300241716
1215,0.0001535892806714
1216,0.0001497370394645
1217,0.0001552010071463
1218,0.0001550658780615
1219,0.0001507506240159
1220,0.0001425566006219
1221,0.0001340919552603
1222,0.0001379890745738
1223,0.0001573526678839
1224,0.0001497868652222
1225,0.0001311071100644
1226,0.0001479571219533
1227,0.0001402716879965
1228,0.0001703524612821
1229,0.0001375098654534
1230,0.0001770565868355
1231,0.000145583457197
1232,0.000165032906807
1233,0.0001528867869637
1234,0.0002084906882373
1235,0.0001396640145685
1236,0.0001496838231105
1237,0.0001546931598568
1238,0.0001173316995846
1239,0.000130668413476
1240,0.0001313090906478
1241,0.0001517684140708
1242,0.0001277979463338
1243,0.0001310029183514
1244,0.0001199327598442
1245,0.0001163625420304
1246,0.000141533644637
1247,0.0001185781729873
1248,0.0001226806925842
1249,0.0001447850227123
1250,0.0001526866981294
1251,0.000173191918293
1252,0.0001164201894425
1253,0.0001289092760998
1254,0.0001263275771634
1255,0.0001118272484745
1256,0.0001354358100797
1257,0.0001286233600694
1258,0.0001134773046942
